"Subject","DataType","Stage","List","Item","Restrictor","Condition","Simple","Pronoun","Quant","Binding","Control","Modal","Adverb","Unacc","Pass","Construction","Value","Where","Order","Zscore","Age","Education","Gender","Postcode"
"1","scale1","experiment","B",1,1,"simple",1,0,0,0,0,0,0,0,0,"eats",2,1,4,-0.896735868834487,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",1,0,"simple",1,0,0,0,0,0,0,0,0,"eats",1,0,25,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",2,0,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",2,1,15,-0.896735868834487,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",2,1,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",5,0,37,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",3,1,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",1,1,32,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",3,0,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",6,0,39,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",4,0,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",1,1,30,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",4,1,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",6,0,36,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",5,1,"binding",0,0,0,1,0,0,0,0,0,"themselves",3,1,18,-0.393688918024897,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",5,0,"binding",0,0,0,1,0,0,0,0,0,"themselves",6,0,42,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",6,1,"binding",0,0,0,1,0,0,0,0,0,"each other",7,0,8,1.61849888521346,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",6,0,"binding",0,0,0,1,0,0,0,0,0,"each other",1,1,9,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",7,1,"binding",0,0,0,1,0,0,0,0,0,"their",5,1,14,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",7,0,"binding",0,0,0,1,0,0,0,0,0,"their",4,0,46,0.109358032784694,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",8,1,"control",0,0,0,0,1,0,0,0,0,"try",5,0,19,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",8,0,"control",0,0,0,0,1,0,0,0,0,"try",1,1,34,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",9,1,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",6,1,5,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",9,0,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",2,0,27,-0.896735868834487,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",10,1,"modal",0,0,0,0,0,1,0,0,0,"can",5,0,1,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",10,0,"modal",0,0,0,0,0,1,0,0,0,"can",2,1,17,-0.896735868834487,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",11,0,"modal",0,0,0,0,0,1,0,0,0,"middle",1,0,11,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",11,1,"modal",0,0,0,0,0,1,0,0,0,"middle",5,1,12,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",12,0,"modal",0,0,0,0,0,1,0,0,0,"negation",6,1,6,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",12,1,"modal",0,0,0,0,0,1,0,0,0,"negation",5,0,45,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",13,1,"modal",0,0,0,0,0,1,0,0,0,"question",1,1,31,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",13,0,"modal",0,0,0,0,0,1,0,0,0,"question",4,0,35,0.109358032784694,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",14,1,"psych",1,0,0,0,0,0,0,0,0,"hates",5,0,10,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",14,0,"psych",1,0,0,0,0,0,0,0,0,"hates",3,1,28,-0.393688918024897,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",15,1,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",6,1,33,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",15,0,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",6,0,41,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",16,1,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",2,0,23,-0.896735868834487,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",16,0,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",4,1,26,0.109358032784694,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",17,1,"adverb",0,0,0,0,0,0,1,0,0,"using",3,1,16,-0.393688918024897,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",17,0,"adverb",0,0,0,0,0,0,1,0,0,"using",7,0,40,1.61849888521346,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",18,0,"unacc",0,0,0,0,0,0,0,1,0,"motion",4,1,7,0.109358032784694,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",18,1,"unacc",0,0,0,0,0,0,0,1,0,"motion",4,0,43,0.109358032784694,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",19,0,"unacc",0,0,0,0,0,0,0,1,0,"cos",5,0,13,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",19,1,"unacc",0,0,0,0,0,0,0,1,0,"cos",6,1,24,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",20,1,"pass",0,0,0,0,0,0,0,0,1,"passive",6,0,2,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",20,0,"pass",0,0,0,0,0,0,0,0,1,"passive",2,1,29,-0.896735868834487,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",21,1,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",2,1,3,-0.896735868834487,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",22,0,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",5,1,22,0.612404983594284,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",23,1,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-nowhere",6,1,21,1.11545193440387,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",24,1,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-everywhere",1,1,38,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",25,0,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-everywhere",1,1,20,-1.39978281964408,"18-29","BA","Female","Northampton "
"1","scale1","experiment","B",26,0,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-nowhere",3,1,44,-0.393688918024897,"18-29","BA","Female","Northampton "
"2","scale1","experiment","B",1,1,"simple",1,0,0,0,0,0,0,0,0,"eats",7,1,37,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",1,0,"simple",1,0,0,0,0,0,0,0,0,"eats",7,0,45,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",2,1,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",7,0,7,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",2,0,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",7,1,31,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",3,0,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",5,0,28,-1.0809173141251,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",3,1,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",6,1,32,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",4,0,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",5,1,34,-1.0809173141251,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",4,1,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",6,0,41,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",5,0,"binding",0,0,0,1,0,0,0,0,0,"themselves",7,0,19,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",5,1,"binding",0,0,0,1,0,0,0,0,0,"themselves",7,1,30,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",6,1,"binding",0,0,0,1,0,0,0,0,0,"each other",6,0,13,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",6,0,"binding",0,0,0,1,0,0,0,0,0,"each other",6,1,42,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",7,0,"binding",0,0,0,1,0,0,0,0,0,"their",5,0,12,-1.0809173141251,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",7,1,"binding",0,0,0,1,0,0,0,0,0,"their",6,1,24,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",8,1,"control",0,0,0,0,1,0,0,0,0,"try",7,0,11,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",8,0,"control",0,0,0,0,1,0,0,0,0,"try",7,1,20,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",9,0,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",6,0,25,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",9,1,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",6,1,27,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",10,0,"modal",0,0,0,0,0,1,0,0,0,"can",6,1,23,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",10,1,"modal",0,0,0,0,0,1,0,0,0,"can",6,0,29,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",11,0,"modal",0,0,0,0,0,1,0,0,0,"middle",6,0,14,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",11,1,"modal",0,0,0,0,0,1,0,0,0,"middle",6,1,43,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",12,0,"modal",0,0,0,0,0,1,0,0,0,"negation",7,1,16,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",12,1,"modal",0,0,0,0,0,1,0,0,0,"negation",7,0,39,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",13,0,"modal",0,0,0,0,0,1,0,0,0,"question",6,0,5,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",13,1,"modal",0,0,0,0,0,1,0,0,0,"question",6,1,44,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",14,0,"psych",1,0,0,0,0,0,0,0,0,"hates",7,1,4,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",14,1,"psych",1,0,0,0,0,0,0,0,0,"hates",7,0,21,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",15,1,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",6,1,3,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",15,0,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",7,0,26,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",16,1,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",5,0,2,-1.0809173141251,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",16,0,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",6,1,35,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",17,0,"adverb",0,0,0,0,0,0,1,0,0,"using",7,0,10,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",17,1,"adverb",0,0,0,0,0,0,1,0,0,"using",7,1,22,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",18,0,"unacc",0,0,0,0,0,0,0,1,0,"motion",7,1,17,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",18,1,"unacc",0,0,0,0,0,0,0,1,0,"motion",7,0,36,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",19,1,"unacc",0,0,0,0,0,0,0,1,0,"cos",7,1,33,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",19,0,"unacc",0,0,0,0,0,0,0,1,0,"cos",7,0,46,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",20,0,"pass",0,0,0,0,0,0,0,0,1,"passive",3,1,9,-2.99330948526951,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",20,1,"pass",0,0,0,0,0,0,0,0,1,"passive",7,0,18,0.831474857019307,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",21,1,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",6,1,40,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",22,0,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",6,1,38,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",23,1,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-nowhere",6,1,1,-0.124721228552896,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",24,1,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-everywhere",4,1,8,-2.0371133996973,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",25,0,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-everywhere",4,1,6,-2.0371133996973,"30-49","BA","Female","Ka1"
"2","scale1","experiment","B",26,0,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-nowhere",3,1,15,-2.99330948526951,"30-49","BA","Female","Ka1"
"3","scale1","experiment","B",1,1,"simple",1,0,0,0,0,0,0,0,0,"eats",5,1,24,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",1,0,"simple",1,0,0,0,0,0,0,0,0,"eats",7,0,40,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",2,0,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",4,1,4,-0.948854159751038,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",2,1,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",7,0,32,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",3,0,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",7,0,14,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",3,1,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",7,1,34,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",4,1,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",5,0,9,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",4,0,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",3,1,44,-1.52316062486351,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",5,0,"binding",0,0,0,1,0,0,0,0,0,"themselves",7,0,11,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",5,1,"binding",0,0,0,1,0,0,0,0,0,"themselves",6,1,20,0.199758770473903,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",6,0,"binding",0,0,0,1,0,0,0,0,0,"each other",3,1,41,-1.52316062486351,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",6,1,"binding",0,0,0,1,0,0,0,0,0,"each other",7,0,46,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",7,1,"binding",0,0,0,1,0,0,0,0,0,"their",5,1,30,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",7,0,"binding",0,0,0,1,0,0,0,0,0,"their",7,0,33,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",8,1,"control",0,0,0,0,1,0,0,0,0,"try",7,0,8,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",8,0,"control",0,0,0,0,1,0,0,0,0,"try",5,1,36,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",9,1,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",2,1,22,-2.09746708997598,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",9,0,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",7,0,38,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",10,1,"modal",0,0,0,0,0,1,0,0,0,"can",7,0,2,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",10,0,"modal",0,0,0,0,0,1,0,0,0,"can",3,1,26,-1.52316062486351,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",11,1,"modal",0,0,0,0,0,1,0,0,0,"middle",7,1,19,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",11,0,"modal",0,0,0,0,0,1,0,0,0,"middle",7,0,45,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",12,0,"modal",0,0,0,0,0,1,0,0,0,"negation",5,1,3,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",12,1,"modal",0,0,0,0,0,1,0,0,0,"negation",7,0,5,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",13,0,"modal",0,0,0,0,0,1,0,0,0,"question",7,0,16,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",13,1,"modal",0,0,0,0,0,1,0,0,0,"question",7,1,35,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",14,0,"psych",1,0,0,0,0,0,0,0,0,"hates",4,1,10,-0.948854159751038,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",14,1,"psych",1,0,0,0,0,0,0,0,0,"hates",7,0,42,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",15,1,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",5,1,25,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",15,0,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",7,0,27,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",16,0,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",5,1,21,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",16,1,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",7,0,31,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",17,1,"adverb",0,0,0,0,0,0,1,0,0,"using",4,1,7,-0.948854159751038,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",17,0,"adverb",0,0,0,0,0,0,1,0,0,"using",7,0,29,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",18,0,"unacc",0,0,0,0,0,0,0,1,0,"motion",5,1,15,-0.374547694638568,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",18,1,"unacc",0,0,0,0,0,0,0,1,0,"motion",7,0,17,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",19,1,"unacc",0,0,0,0,0,0,0,1,0,"cos",4,1,6,-0.948854159751038,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",19,0,"unacc",0,0,0,0,0,0,0,1,0,"cos",7,0,23,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",20,1,"pass",0,0,0,0,0,0,0,0,1,"passive",7,0,1,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",20,0,"pass",0,0,0,0,0,0,0,0,1,"passive",6,1,13,0.199758770473903,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",21,1,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",7,1,43,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",22,0,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",7,1,39,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",23,1,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-nowhere",7,1,37,0.774065235586373,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",24,1,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-everywhere",1,1,28,-2.67177355508845,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",25,0,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-everywhere",3,1,12,-1.52316062486351,"30-49","GCSE","Female","Le5"
"3","scale1","experiment","B",26,0,"gold-bad",0,0,0,0,0,0,0,0,0,"gold-bad-nowhere",2,1,18,-2.09746708997598,"30-49","GCSE","Female","Le5"
"4","scale1","experiment","B",1,0,"simple",1,0,0,0,0,0,0,0,0,"eats",6,0,17,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",1,1,"simple",1,0,0,0,0,0,0,0,0,"eats",5,1,22,0.228233582398522,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",2,1,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",7,0,26,1.27810806143173,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",2,0,"antecedent",0,1,0,0,0,0,0,0,0,"antecedent",2,1,39,-1.34657813615128,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",3,1,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",5,1,1,0.228233582398522,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",3,0,"anywhere",0,0,1,0,0,0,0,0,0,"anywhere",4,0,15,-0.296703657118079,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",4,1,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",6,0,33,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",4,0,"nowhere",0,0,1,0,0,0,0,0,0,"nowhere",2,1,43,-1.34657813615128,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",5,0,"binding",0,0,0,1,0,0,0,0,0,"themselves",7,0,18,1.27810806143173,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",5,1,"binding",0,0,0,1,0,0,0,0,0,"themselves",3,1,29,-0.821640896634681,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",6,1,"binding",0,0,0,1,0,0,0,0,0,"each other",6,0,19,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",6,0,"binding",0,0,0,1,0,0,0,0,0,"each other",2,1,21,-1.34657813615128,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",7,1,"binding",0,0,0,1,0,0,0,0,0,"their",4,1,34,-0.296703657118079,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",7,0,"binding",0,0,0,1,0,0,0,0,0,"their",6,0,41,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",8,1,"control",0,0,0,0,1,0,0,0,0,"try",6,0,9,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",8,0,"control",0,0,0,0,1,0,0,0,0,"try",3,1,13,-0.821640896634681,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",9,1,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",5,1,24,0.228233582398522,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",9,0,"somewhere",0,0,1,0,0,0,0,0,0,"somewhere",6,0,31,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",10,1,"modal",0,0,0,0,0,1,0,0,0,"can",6,0,2,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",10,0,"modal",0,0,0,0,0,1,0,0,0,"can",2,1,23,-1.34657813615128,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",11,1,"modal",0,0,0,0,0,1,0,0,0,"middle",3,1,4,-0.821640896634681,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",11,0,"modal",0,0,0,0,0,1,0,0,0,"middle",3,0,20,-0.821640896634681,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",12,0,"modal",0,0,0,0,0,1,0,0,0,"negation",6,1,27,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",12,1,"modal",0,0,0,0,0,1,0,0,0,"negation",6,0,37,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",13,1,"modal",0,0,0,0,0,1,0,0,0,"question",6,1,6,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",13,0,"modal",0,0,0,0,0,1,0,0,0,"question",5,0,16,0.228233582398522,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",14,1,"psych",1,0,0,0,0,0,0,0,0,"hates",7,0,10,1.27810806143173,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",14,0,"psych",1,0,0,0,0,0,0,0,0,"hates",2,1,45,-1.34657813615128,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",15,1,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",6,1,28,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",15,0,"adverb",0,0,0,0,0,0,1,0,0,"deliberately",6,0,36,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",16,1,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",5,0,8,0.228233582398522,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",16,0,"adverb",0,0,0,0,0,0,1,0,0,"shoeless",2,1,46,-1.34657813615128,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",17,1,"adverb",0,0,0,0,0,0,1,0,0,"using",6,1,12,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",17,0,"adverb",0,0,0,0,0,0,1,0,0,"using",6,0,30,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",18,1,"unacc",0,0,0,0,0,0,0,1,0,"motion",6,0,38,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",18,0,"unacc",0,0,0,0,0,0,0,1,0,"motion",1,1,44,-1.87151537566788,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",19,0,"unacc",0,0,0,0,0,0,0,1,0,"cos",6,0,14,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",19,1,"unacc",0,0,0,0,0,0,0,1,0,"cos",7,1,32,1.27810806143173,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",20,1,"pass",0,0,0,0,0,0,0,0,1,"passive",6,0,11,0.753170821915124,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",20,0,"pass",0,0,0,0,0,0,0,0,1,"passive",2,1,35,-1.34657813615128,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",21,1,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",5,1,7,0.228233582398522,"50-69","A-levels","Female","SK8"
"4","scale1","experiment","B",22,0,"gold-good",0,0,0,0,0,0,0,0,0,"gold-good-everywhere",6,1,25,0.753170821915124,"50-69","A-levels","Female","SK8"
